4 3 112
-0.666667 -0.166667 -0.864407 -0.916667 1 0 0
-0.388889 0.583333 -0.762712 -0.75 1 0 0
-0.666667 -0.083333 -0.830508 -1 1 0 0
-1 -0.166667 -0.966102 -1 1 0 0
-0.555556 0.25 -0.864407 -0.833333 1 0 0
-0.555556 0.416667 -0.830508 -0.75 1 0 0
-0.611111 -0.166667 -0.79661 -0.916667 1 0 0
-0.777778 0 -0.79661 -0.916667 1 0 0
-0.333333 0.833333 -0.864407 -0.916667 1 0 0
-0.666667 -0.083333 -0.830508 -1 1 0 0
-0.888889 -0.75 -0.898305 -0.833333 1 0 0
-0.722222 -0.166667 -0.864407 -0.833333 1 0 0
-0.611111 0.083333 -0.864407 -0.916667 1 0 0
-0.333333 -0.75 0.016949 0 0 1 0
-0.666667 -0.666667 -0.220339 -0.25 0 1 0
-0.111111 -0.166667 0.084746 0.166667 0 1 0
0.333333 -0.083333 0.152542 0.083333 0 1 0
-0.277778 -0.583333 -0.016949 -0.166667 0 1 0
0 -0.333333 0.254237 -0.083333 0 1 0
0.333333 -0.166667 0.355932 0.333333 0 1 0
-0.333333 -0.666667 -0.084746 -0.25 0 1 0
-0.055556 0.166667 0.186441 0.25 0 1 0
-0.333333 -0.583333 0.016949 0 0 1 0
-0.611111 -0.75 -0.220339 -0.25 0 1 0
0.055556 -0.25 0.118644 0 0 1 0
-0.166667 -0.416667 0.389831 0.5 0 0 1
0.833333 -0.166667 0.898305 0.666667 0 0 1
0.611111 0.333333 0.728814 1 0 0 1
-0.222222 -0.583333 0.355932 0.583333 0 0 1
0.888889 0.5 0.932203 0.75 0 0 1
-0.277778 -0.333333 0.322034 0.583333 0 0 1
0.611111 0 0.694915 0.416667 0 0 1
0.611111 -0.166667 0.627119 0.25 0 0 1
0.111111 -0.333333 0.389831 0.166667 0 0 1
0.166667 -0.083333 0.525424 0.416667 0 0 1
0.444444 -0.083333 0.389831 0.833333 0 0 1
0.333333 -0.166667 0.423729 0.833333 0 0 1
-0.111111 -0.166667 0.389831 0.416667 0 0 1
-0.777778 0 -0.898305 -0.916667 1 0 0
-0.833333 0.166667 -0.864407 -0.833333 1 0 0
-0.388889 0.416667 -0.830508 -0.916667 1 0 0
-0.166667 0.666667 -0.932203 -0.916667 1 0 0
-0.222222 0.5 -0.762712 -0.833333 1 0 0
-0.833333 0.333333 -1 -0.916667 1 0 0
-0.611111 0.166667 -0.79661 -0.75 1 0 0
-0.722222 -0.083333 -0.79661 -0.916667 1 0 0
-0.666667 -0.083333 -0.830508 -1 1 0 0
-0.944444 -0.166667 -0.898305 -0.916667 1 0 0
-0.944444 0 -0.898305 -0.916667 1 0 0
-0.555556 0.5 -0.79661 -0.916667 1 0 0
0.5 0 0.254237 0.083333 0 1 0
0.222222 -0.333333 0.220339 0.166667 0 1 0
0.277778 -0.25 0.220339 0 0 1 0
-0.055556 -0.833333 0.016949 -0.25 0 1 0
-0.277778 -0.166667 0.186441 0.166667 0 1 0
-0.111111 0 0.288136 0.416667 0 1 0
0.166667 -0.25 0.118644 0 0 1 0
-0.055556 -0.25 0.186441 0.166667 0 1 0
-0.166667 -0.416667 -0.016949 -0.083333 0 1 0
0.333333 -0.083333 0.254237 0.166667 0 1 0
-0.333333 -0.5 0.152542 -0.083333 0 1 0
-0.277778 -0.416667 0.084746 0 0 1 0
-0.555556 -0.583333 -0.322034 -0.166667 0 1 0
0.555556 -0.166667 0.661017 0.666667 0 0 1
-0.666667 -0.583333 0.186441 0.333333 0 0 1
0.222222 0 0.389831 0.583333 0 0 1
-0.166667 -0.333333 0.389831 0.916667 0 0 1
0.888889 -0.5 1 0.833333 0 0 1
0.888889 -0.333333 0.932203 0.583333 0 0 1
0.055556 -0.333333 0.288136 0.416667 0 0 1
0.722222 -0.333333 0.728814 0.5 0 0 1
0 -0.5 0.559322 0.083333 0 0 1
-0.055556 -0.166667 0.288136 0.416667 0 0 1
-0.166667 -0.416667 0.389831 0.5 0 0 1
0.111111 -0.583333 0.355932 0.5 0 0 1
-0.833333 -0.083333 -0.830508 -0.916667 1 0 0
-0.611111 0.166667 -0.830508 -0.916667 1 0 0
-0.722222 0.166667 -0.79661 -0.916667 1 0 0
-0.222222 1 -0.830508 -0.75 1 0 0
-0.555556 0.5 -0.830508 -0.833333 1 0 0
-0.555556 0.083333 -0.762712 -0.666667 1 0 0
-0.5 0.25 -0.830508 -0.916667 1 0 0
-0.388889 0.166667 -0.830508 -0.75 1 0 0
-0.611111 0 -0.932203 -0.916667 1 0 0
-0.555556 0.166667 -0.830508 -0.916667 1 0 0
-0.611111 0.25 -0.79661 -0.583333 1 0 0
-0.833333 0 -0.864407 -0.916667 1 0 0
0.166667 0 0.186441 0.166667 0 1 0
-0.222222 -0.333333 0.186441 0 0 1 0
-0.5 -0.416667 -0.016949 0.083333 0 1 0
0 -0.25 0.254237 0.083333 0 1 0
-0.166667 -0.416667 0.050847 -0.25 0 1 0
0 -0.333333 0.016949 0 0 1 0
0.277778 -0.166667 0.152542 0.083333 0 1 0
-0.222222 -0.5 -0.152542 -0.25 0 1 0
-0.055556 -0.416667 0.389831 0.25 0 1 0
0.111111 -0.75 0.152542 0 0 1 0
0 -0.166667 0.220339 0.083333 0 1 0
-0.222222 -0.166667 0.084746 -0.083333 0 1 0
-0.222222 -0.333333 0.050847 0 0 1 0
0.111111 -0.25 0.559322 0.416667 0 0 1
0.666667 -0.25 0.79661 0.416667 0 0 1
0.166667 -0.416667 0.457627 0.5 0 0 1
0.166667 0 0.457627 0.833333 0 0 1
-0.055556 -0.833333 0.355932 0.166667 0 0 1
0.111111 -0.416667 0.322034 0.416667 0 0 1
0 -0.166667 0.322034 0.416667 0 0 1
1 0.5 0.830508 0.583333 0 0 1
0.888889 -0.166667 0.728814 0.833333 0 0 1
0.444444 -0.083333 0.491525 0.666667 0 0 1
0.388889 0 0.661017 0.833333 0 0 1
0.222222 -0.166667 0.423729 0.583333 0 0 1
