6 1 109
-0.989211 -0.878758 -0.626627 -0.9375 -0.961538 -0.954545 0.037587
-0.968982 -0.503006 -0.501502 -0.75 -0.692308 -0.818182 0.181818
-0.991908 -0.002004 -0.001001 -0.5 -0.384615 -0.636364 0.315559
-0.955496 -0.878758 -0.751752 -0.9375 -0.961538 -0.943182 0.056818
-0.855698 -0.941383 -0.751752 -1 -0.961538 -0.909091 0.031469
-0.955496 -0.878758 -0.501502 -0.9375 -0.884615 -0.931818 0.04021
-0.867835 -0.971944 -0.814314 -0.875 -0.961538 -0.931818 0.034091
-0.078894 -0.987976 -0.939439 -1 -0.961538 -0.988636 0.015734
-0.874579 -0.80987 -0.808058 -1 -0.769231 -0.272727 0.061189
-0.881322 -0.987976 -0.939439 -1 -0.884615 -0.886364 0.017483
-0.987862 -0.503006 -0.001001 -1 -0.692308 -0.727273 0.236888
-0.591369 -0.987976 -0.814314 -1 -0.961538 -0.931818 0.023601
-0.971679 -0.753507 -0.501502 0 -0.384615 -0.636364 0.18007
-0.753203 -0.971944 -0.501502 -1 -0.846154 -0.636364 0.02535
-0.83412 -0.878758 -0.001001 -0.75 -0.961538 -0.386364 0.159965
-0.874579 -0.941383 -0.876877 -0.875 -0.961538 -0.977273 0.017483
-0.786918 -0.987976 -0.939439 -1 -0.884615 -0.727273 0.013986
-0.83412 -0.878758 -0.876877 -0.9375 -0.961538 -0.772727 0.013986
-0.890762 -0.941383 -0.751752 -0.75 -0.923077 -0.909091 0.034965
-0.780175 -0.878758 -0.501502 -0.875 -0.961538 -0.931818 0.052448
-0.577883 -0.941383 -0.939439 -1 -0.961538 -0.977273 0.008741
0.460553 -0.971944 -0.95508 -1 -0.961538 -0.988636 0.000874
0.055968 -0.987976 -0.751752 -1 -0.961538 -0.954545 0.005245
-0.942009 -0.753507 -0.501502 -0.75 -0.961538 -0.931818 0.06993
-0.955496 -0.878758 -0.501502 -0.8125 -0.961538 -0.931818 0.064685
-0.888065 -0.941383 -0.751752 -0.8125 -0.923077 -0.931818 0.017483
-0.92178 -0.878758 -0.501502 0 -0.961538 -0.568182 0.221154
-0.685772 -0.971944 -0.876877 -1 -0.961538 -0.920455 0.016608
-0.975725 -0.503006 -0.001001 -0.5 -0.692308 -0.727273 0.318182
-0.955496 -0.83993 -0.674174 -0.765625 -0.538462 -0.727273 0.049825
-0.618341 -0.955912 -0.861236 -1 -0.961538 -0.727273 0.034091
-0.92178 -0.816132 -0.751752 -0.9375 -0.884615 -0.454545 0.050699
-0.726231 -0.941383 -0.751752 -0.875 -0.961538 -0.977273 0.056818
-0.982468 -0.503006 1 -0.25 -0.538462 1 0.79458
-0.955496 -0.941383 -0.876877 -0.9375 -0.884615 -0.943182 0.017483
-0.92178 -0.753507 -0.501502 -0.875 -0.961538 -0.931818 0.052448
0.190829 -0.878758 -0.876877 -1 -0.884615 -0.931818 0.027098
-0.987862 -0.503006 -0.001001 -0.5 -0.692308 -0.636364 0.272727
-0.483479 -0.753507 -0.751752 -1 -0.961538 -0.988636 0.022727
-0.753203 -0.941383 -0.876877 -1 -0.961538 -0.954545 0.020979
-0.901551 -0.987976 -0.970721 -1 -0.884615 -0.886364 0.009615
-0.92178 -0.878758 -0.751752 -0.9375 -0.884615 -0.727273 0.048951
-0.37559 -0.971944 -0.751752 -0.75 -1 -1 0.053322
-0.955496 -0.753507 -0.501502 -0.5 -0.807692 -0.886364 0.091783
-0.955496 -0.503006 -0.501502 -0.625 -0.961538 -0.886364 0.113636
-0.881322 -0.878758 -0.876877 -0.9375 -0.884615 -0.784091 0.022727
-0.898854 -0.878758 -0.751752 -0.75 -0.961538 -0.931818 0.048951
-0.909643 -0.941383 -0.939439 -1 -0.961538 -0.931818 0.005245
-0.991908 1 1 0 0.230769 -0.272727 0.994755
-0.618341 -0.955912 -0.908158 -1 -0.769231 -0.727273 0.026224
-0.618341 -0.941383 -0.876877 -0.9375 -0.884615 -0.272727 0.027972
-0.867835 -0.878758 -0.876877 -0.984375 -0.961538 -0.943182 0.02972
-0.983817 -0.503006 -0.001001 -0.75 -0.692308 -0.636364 0.229895
-0.753203 -0.941383 -0.751752 -1 -0.961538 -0.977273 0.026224
-0.213756 -0.955912 -0.939439 -1 -0.961538 -0.988636 0.008741
-0.749157 -0.941383 -0.939439 -1 -0.961538 -0.943182 0.015734
-0.591369 -0.987976 -0.845596 -0.96875 -0.961538 -0.931818 0.018357
-0.955496 -0.878758 -0.751752 -0.9375 -0.961538 -0.931818 0.043706
-0.987862 -0.503006 -0.001001 0 -0.076923 -0.636364 0.348776
-0.591369 -0.995992 -0.814314 -1 -0.961538 -0.863636 0.01486
-0.955496 -0.878758 -0.501502 -0.90625 -0.884615 -0.818182 0.034091
-0.955496 -0.878758 -0.001001 -0.8125 -0.769231 -0.704545 0.094406
-0.780175 -0.878758 -0.751752 -0.9375 -0.961538 -0.931818 0.038462
-0.947404 -0.753507 -0.751752 -1 -0.961538 -0.909091 0.024476
-0.955496 -0.878758 -0.751752 -0.9375 -0.884615 -0.931818 0.034091
-0.946055 -0.753507 -0.501502 -0.992188 -0.769231 -0.863636 0.11014
-0.83412 -0.941383 -0.501502 -0.875 -0.961538 -0.965909 0.115385
-0.888065 -0.941383 -0.751752 -0.8125 -0.884615 -0.931818 0.022727
0.460553 -0.955912 -0.939439 -1 -0.961538 -0.988636 0.006119
-0.830074 -0.80987 -0.808058 -1 -0.807692 -0.772727 0.023601
-0.947404 -0.941383 -0.876877 -1 -0.961538 -0.931818 0.009615
-0.987862 -0.503006 -0.001001 -0.5 -0.538462 -0.818182 0.211538
-0.955496 -0.878758 -0.501502 -0.9375 -0.884615 -0.931818 0.047203
-0.955496 -0.972695 -0.939439 -0.9375 -0.961538 -0.954545 0.012238
-0.971679 -0.753507 -0.751752 -0.75 -0.384615 -0.636364 0.096154
-0.699258 -0.971944 -0.939439 -0.9375 -0.961538 -0.943182 0.004371
-0.780175 -0.971944 -0.876877 -1 -0.961538 -0.965909 0.013112
0.055968 -0.987976 -0.751752 -1 -0.961538 -0.954545 0.008741
-0.591369 -0.987976 -0.908158 -0.96875 -0.961538 -0.965909 0.018357
-0.807148 -0.941383 -0.751752 -0.875 -0.961538 -0.840909 0.047203
-0.955496 -0.878758 -0.501502 -0.8125 -0.769231 -0.818182 0.041958
-0.685772 -0.971944 -0.876877 -1 -0.846154 -0.920455 0.038462
0.069454 -0.971944 -0.985986 -0.9375 -0.961538 -0.988636 0.01049
0.190829 -0.941383 -0.970721 -1 -0.961538 -0.977273 0.004371
0.190829 -0.971944 -0.970721 -1 -0.961538 -0.977273 0.004371
-0.37559 -0.941383 -0.876877 -1 -1 -1 0.034091
-0.898854 -0.878758 -0.751752 -0.96875 -0.961538 -0.931818 0.038462
-0.947404 -0.675852 -0.346034 -0.765625 -0.538462 -0.727273 0.087413
-0.936615 -0.675852 -0.346034 -0.765625 -0.538462 -0.727273 0.176573
-1 -0.753507 -0.501502 -0.9375 -0.769231 -0.863636 0.082168
-0.955496 -0.941383 -0.876877 -0.9375 -0.961538 -0.943182 0.020105
-0.591369 -0.971944 -0.751752 -0.96875 -0.961538 -0.943182 0.02972
-0.947404 -0.878758 -0.751752 -1 -0.961538 -0.909091 0.015734
